pkid,method,layers,culled_depth,num_params
5,CyclicSolver,5,240,10
5,CyclicSolver,5,260,10
5,CyclicSolver,5,240,10
5,CyclicSolver,5,240,10
5,CyclicSolver,5,260,10
6,CyclicSolver,5,525,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,527,10
6,CyclicSolver,5,525,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,535,10
6,CyclicSolver,5,535,10
7,CyclicSolver,5,585,10
7,CyclicSolver,5,585,10
7,CyclicSolver,5,565,10
7,CyclicSolver,5,565,10
7,CyclicSolver,5,527,10
7,CyclicSolver,5,595,10
7,CyclicSolver,5,575,10
7,CyclicSolver,5,535,10
7,CyclicSolver,5,567,10
7,CyclicSolver,5,535,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,135,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,135,10
8,CyclicSolver,5,145,10
8,CyclicSolver,5,145,10
9,CyclicSolver,5,182,10
9,CyclicSolver,5,182,10
9,CyclicSolver,5,182,10
9,CyclicSolver,5,164,10
9,CyclicSolver,5,200,10
9,CyclicSolver,5,182,10
9,CyclicSolver,5,190,10
9,CyclicSolver,5,182,10
9,CyclicSolver,5,200,10
9,CyclicSolver,5,174,10
10,CyclicSolver,5,212,10
10,CyclicSolver,5,222,10
10,CyclicSolver,5,190,10
10,CyclicSolver,5,210,10
10,CyclicSolver,5,192,10
10,CyclicSolver,5,202,10
10,CyclicSolver,5,212,10
10,CyclicSolver,5,202,10
10,CyclicSolver,5,210,10
10,CyclicSolver,5,212,10
11,CyclicSolver,5,222,10
11,CyclicSolver,5,240,10
11,CyclicSolver,5,214,10
11,CyclicSolver,5,240,10
11,CyclicSolver,5,224,10
11,CyclicSolver,5,242,10
11,CyclicSolver,5,222,10
11,CyclicSolver,5,230,10
11,CyclicSolver,5,230,10
11,CyclicSolver,5,240,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
12,CyclicSolver,5,115,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,120,10
13,CyclicSolver,5,140,10
13,CyclicSolver,5,140,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,124,10
13,CyclicSolver,5,120,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,164,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,164,10
14,CyclicSolver,5,160,10
14,CyclicSolver,5,180,10
14,CyclicSolver,5,160,10
15,CyclicSolver,5,180,10
15,CyclicSolver,5,200,10
15,CyclicSolver,5,168,10
15,CyclicSolver,5,164,10
15,CyclicSolver,5,180,10
15,CyclicSolver,5,164,10
15,CyclicSolver,5,180,10
15,CyclicSolver,5,180,10
15,CyclicSolver,5,160,10
15,CyclicSolver,5,180,10
16,CyclicSolver,5,130,10
16,CyclicSolver,5,122,10
16,CyclicSolver,5,132,10
16,CyclicSolver,5,120,10
16,CyclicSolver,5,122,10
16,CyclicSolver,5,126,10
16,CyclicSolver,5,110,10
16,CyclicSolver,5,102,10
16,CyclicSolver,5,132,10
16,CyclicSolver,5,140,10
17,CyclicSolver,5,154,10
17,CyclicSolver,5,182,10
17,CyclicSolver,5,182,10
17,CyclicSolver,5,152,10
17,CyclicSolver,5,184,10
17,CyclicSolver,5,192,10
17,CyclicSolver,5,142,10
17,CyclicSolver,5,172,10
17,CyclicSolver,5,154,10
17,CyclicSolver,5,174,10
18,CyclicSolver,5,206,10
18,CyclicSolver,5,226,10
18,CyclicSolver,5,272,10
18,CyclicSolver,5,256,10
18,CyclicSolver,5,226,10
18,CyclicSolver,5,224,10
18,CyclicSolver,5,230,10
18,CyclicSolver,5,208,10
18,CyclicSolver,5,212,10
18,CyclicSolver,5,204,10
19,CyclicSolver,5,288,10
19,CyclicSolver,5,312,10
19,CyclicSolver,5,264,10
19,CyclicSolver,5,296,10
19,CyclicSolver,5,302,10
19,CyclicSolver,5,266,10
19,CyclicSolver,5,264,10
19,CyclicSolver,5,266,10
19,CyclicSolver,5,224,10
19,CyclicSolver,5,270,10
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
0,HeaSolver,5,30,90
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
6,HeaSolver,5,100,300
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
7,HeaSolver,5,120,360
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
9,HeaSolver,5,75,225
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
10,HeaSolver,5,90,270
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
11,HeaSolver,5,105,315
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
12,HeaSolver,5,35,105
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
13,HeaSolver,5,50,150
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
14,HeaSolver,5,70,210
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
15,HeaSolver,5,90,270
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
16,HeaSolver,5,45,135
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
17,HeaSolver,5,60,180
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
18,HeaSolver,5,80,240
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
19,HeaSolver,5,100,300
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
6,ChocoSolver,1,304,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,307,2
6,ChocoSolver,1,304,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,306,2
6,ChocoSolver,1,306,2
7,ChocoSolver,1,248,2
7,ChocoSolver,1,248,2
7,ChocoSolver,1,250,2
7,ChocoSolver,1,250,2
7,ChocoSolver,1,514,2
7,ChocoSolver,1,250,2
7,ChocoSolver,1,328,2
7,ChocoSolver,1,516,2
7,ChocoSolver,1,252,2
7,ChocoSolver,1,522,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,114,2
8,ChocoSolver,1,116,2
8,ChocoSolver,1,113,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,116,2
9,ChocoSolver,1,309,2
9,ChocoSolver,1,310,2
9,ChocoSolver,1,309,2
9,ChocoSolver,1,307,2
9,ChocoSolver,1,311,2
9,ChocoSolver,1,310,2
9,ChocoSolver,1,309,2
9,ChocoSolver,1,309,2
9,ChocoSolver,1,312,2
9,ChocoSolver,1,309,2
10,ChocoSolver,1,387,2
10,ChocoSolver,1,389,2
10,ChocoSolver,1,382,2
10,ChocoSolver,1,386,2
10,ChocoSolver,1,383,2
10,ChocoSolver,1,386,2
10,ChocoSolver,1,387,2
10,ChocoSolver,1,386,2
10,ChocoSolver,1,386,2
10,ChocoSolver,1,388,2
11,ChocoSolver,1,461,2
11,ChocoSolver,1,464,2
11,ChocoSolver,1,462,2
11,ChocoSolver,1,463,2
11,ChocoSolver,1,463,2
11,ChocoSolver,1,465,2
11,ChocoSolver,1,462,2
11,ChocoSolver,1,462,2
11,ChocoSolver,1,462,2
11,ChocoSolver,1,464,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,106,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,106,2
12,ChocoSolver,1,106,2
12,ChocoSolver,1,74,2
12,ChocoSolver,1,74,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,152,2
13,ChocoSolver,1,152,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
13,ChocoSolver,1,184,2
14,ChocoSolver,1,260,2
14,ChocoSolver,1,292,2
14,ChocoSolver,1,292,2
14,ChocoSolver,1,260,2
14,ChocoSolver,1,260,2
14,ChocoSolver,1,260,2
14,ChocoSolver,1,292,2
14,ChocoSolver,1,292,2
14,ChocoSolver,1,228,2
14,ChocoSolver,1,260,2
15,ChocoSolver,1,374,2
15,ChocoSolver,1,342,2
15,ChocoSolver,1,406,2
15,ChocoSolver,1,406,2
15,ChocoSolver,1,374,2
15,ChocoSolver,1,406,2
15,ChocoSolver,1,374,2
15,ChocoSolver,1,374,2
15,ChocoSolver,1,406,2
15,ChocoSolver,1,374,2
16,ChocoSolver,1,72,2
16,ChocoSolver,1,117,2
16,ChocoSolver,1,50,2
16,ChocoSolver,1,85,2
16,ChocoSolver,1,77,2
16,ChocoSolver,1,64,2
16,ChocoSolver,1,122,2
16,ChocoSolver,1,54,2
16,ChocoSolver,1,91,2
16,ChocoSolver,1,77,2
17,ChocoSolver,1,101,2
17,ChocoSolver,1,67,2
17,ChocoSolver,1,92,2
17,ChocoSolver,1,88,2
17,ChocoSolver,1,91,2
17,ChocoSolver,1,202,2
17,ChocoSolver,1,145,2
17,ChocoSolver,1,116,2
17,ChocoSolver,1,83,2
17,ChocoSolver,1,88,2
18,ChocoSolver,1,254,2
18,ChocoSolver,1,119,2
18,ChocoSolver,1,218,2
18,ChocoSolver,1,198,2
18,ChocoSolver,1,117,2
18,ChocoSolver,1,200,2
18,ChocoSolver,1,207,2
18,ChocoSolver,1,131,2
18,ChocoSolver,1,191,2
18,ChocoSolver,1,267,2
19,ChocoSolver,1,198,2
19,ChocoSolver,1,366,2
19,ChocoSolver,1,180,2
19,ChocoSolver,1,154,2
19,ChocoSolver,1,239,2
19,ChocoSolver,1,236,2
19,ChocoSolver,1,203,2
19,ChocoSolver,1,225,2
19,ChocoSolver,1,264,2
19,ChocoSolver,1,254,2
